key,5,6,7,8,9
326,/pvpcrosshotbar,/pvpchotbar,/對戰十字熱鍵欄 子命令<hex:02100103>/pvpcrosshotbar、/pvpchotbar<hex:02100103>對用於對戰的十字熱鍵欄進行操作及設定。只能在對戰區域內使用。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>設定(set)<hex:0249020103><hex:0248020103>或<hex:024804F201FA03><hex:024904F201FB03>技能(action) 對戰技能名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定的對戰技能設定到指定編號十字熱鍵欄的指定位置上。編號可以用「當前(current)」來表示當前的十字熱鍵欄。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>共通技能(general) 共通技能名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定共通技能設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>道具(item) 道具名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定道具設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>情感動作(emote) 情感動作名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定情感動作設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>搭檔(buddy) 搭檔技能名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定搭檔技能設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>召喚獸(pet) 召喚獸技能名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定召喚獸技能設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>寵物(minion) 寵物名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定寵物設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>坐騎(mount) 坐騎名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定坐騎設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>標記(marking) 標記名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定標記設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>場景標記(waymark) 場景標記名 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　將指定場景標記設定到指定編號十字熱鍵欄的指定位置上。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>更換(change) 編號<hex:0249020103><hex:0248020103><hex:02100103>　切換到指定編號的十字熱鍵欄。編號用「下一個(next)」或「上一個(prev)」可以將當前十字熱鍵欄位置所表示的技能切換到上一組或者下一組熱鍵。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>複製(copy) 特職名1 編號1 特職名2 編號2<hex:0249020103><hex:0248020103><hex:02100103>　將特職名1的編號1十字熱鍵欄的內容複製到特職名2的編號2十字熱鍵欄上。特職名設定為「當前(current)」時會指定當前的特職。特職名設定為「共通(share)」時會指定共通熱鍵欄。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>共通(share) 編號 開(on)<hex:0249020103><hex:0248020103><hex:02100103>　將指定編號的十字熱鍵欄設定成全職業共通。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>共通(share) 編號 關(off)<hex:0249020103><hex:0248020103><hex:02100103>　將指定編號的十字熱鍵欄從全職業共通改為當前職業專用。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>共通(share) 編號<hex:0249020103><hex:0248020103><hex:02100103>　設定指定編號的十字熱鍵欄在當前職業專用和全職業共通之間切換。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>清除(remove) 編號 位置<hex:0249020103><hex:0248020103><hex:02100103>　解除指定編號十字熱鍵欄指定位置上的技能或用戶巨集指令。指定位置設定為「全部(all)」的時候會將該十字熱鍵欄上的所有指令都解除。<hex:02100103>>>指定位置<hex:02100103><hex:0212020F03>＋<hex:0212020403> … LDL(LD1)　<hex:0212021003>＋<hex:0212020403> … RDL(RD1)<hex:02100103><hex:0212020F03>＋<hex:0212020203> … LDU(LD2)　<hex:0212021003>＋<hex:0212020203> … RDU(RD2)<hex:02100103><hex:0212020F03>＋<hex:0212020503> … LDR(LD3)　<hex:0212021003>＋<hex:0212020503> … RDR(RD3)<hex:02100103><hex:0212020F03>＋<hex:0212020303> … LDD(LD4)　<hex:0212021003>＋<hex:0212020303> … RDD(RD4)<hex:02100103><hex:0212020F03>＋<hex:0212020B03> … LAL(LA1)　<hex:0212021003>＋<hex:0212020B03> … RAL(RA1)<hex:02100103><hex:0212020F03>＋<hex:0212020C03> … LAU(LA2)　<hex:0212021003>＋<hex:0212020C03> … RAU(RA2)<hex:02100103><hex:0212020F03>＋<hex:0212020903> … LAR(LA3)　<hex:0212021003>＋<hex:0212020903> … RAR(RA3)<hex:02100103><hex:0212020F03>＋<hex:0212020A03> … LAD(LA4)　<hex:0212021003>＋<hex:0212020A03> … RAD(RA4),,/pvpxhb
327,/emotelog,,/情感動作文字提示 子命令<hex:02100103>/emotelog<hex:02100103>設定在發動情感動作時是否於消息欄顯示文字提示。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟文字提示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉文字提示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟與關閉之間切換。,,
328,/jobhudmode,,/職業量譜模式 子命令<hex:02100103>/jobhudmode<hex:02100103>將當前職業的職業量譜顯示模式改為「普通」或「簡潔」。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>1<hex:0249020103><hex:0248020103><hex:02100103>　切換當前職業第1個職業量譜的顯示模式。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>2<hex:0249020103><hex:0248020103><hex:02100103>　切換當前職業第2個職業量譜的顯示模式。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　將當前職業的所有職業量譜統一成同一模式，或統一進行切換。<hex:02100103>>>示例<hex:02100103>/職業量譜模式 1<hex:02100103>　切換當前職業第1個職業量譜的顯示模式。,,
329,/mastervolume,,/整體音量 子命令<hex:02100103>/mastervolume<hex:02100103>改變整體音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/整體音量 50<hex:02100103>　將音量設為50。,,
330,/bgm,,/背景音樂 子命令<hex:02100103>/bgm<hex:02100103>改變背景音樂的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/背景音樂 50<hex:02100103>　將音量設為50。,,
331,/soundeffects,,/音效 子命令<hex:02100103>/soundeffects<hex:02100103>改變音效的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/音效 50<hex:02100103>　將音量設為50。,,
332,/voice,,/語音 子命令<hex:02100103>/voice<hex:02100103>改變語音的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/語音 50<hex:02100103>　將音量設為50。,,
333,/systemsounds,,/系統音 子命令<hex:02100103>/systemsounds<hex:02100103>改變系統音的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/系統音 50<hex:02100103>　將音量設為50。,,
334,/ambientsounds,,/環境音 子命令<hex:02100103>/ambientsounds<hex:02100103>改變環境音的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/環境音 50<hex:02100103>　將音量設為50。,,
335,/soundeffectsself,,/自身音效 子命令<hex:02100103>/soundeffectsself<hex:02100103>改變自身音效的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103>>>示例<hex:02100103>/自身音效 50<hex:02100103>　將音量設為50。,,
336,/soundeffectsparty,,/小隊成員音效 子命令<hex:02100103>/soundeffectsparty<hex:02100103>改變小隊成員音效的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103>>>示例<hex:02100103>/小隊成員音效 50<hex:02100103>　將音量設為50。,,
337,/soundeffectsother,,/他人音效 子命令<hex:02100103>/soundeffectsother<hex:02100103>改變他人音效的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103>>>示例<hex:02100103>/他人音效 50<hex:02100103>　將音量設為50。,,
338,/systemsoundsspeaker,,/揚聲器系統音 子命令<hex:02100103>/systemsoundsspeaker<hex:02100103>改變無線控制器揚聲器系統音的音量。<hex:02100103>※PlayStation®4/PlayStation®5/Windows®(DX11)版專用。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將音量設為指定的數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在靜音與靜音解除之間切換。<hex:02100103>>>示例<hex:02100103>/揚聲器系統音 50<hex:02100103>　將音量設為50。,,
339,/tiltcamera,,/第三人稱視角俯視角度 子命令<hex:02100103>/tiltcamera<hex:02100103>改變角色設定中第三人稱視角俯視角度的數值。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>　將第三人稱視角俯視角度設為指定的數值。<hex:02100103>>>示例<hex:02100103>/第三人稱視角俯視角度 50<hex:02100103>　將第三人稱視角俯視角度設為50。,,
340,/mountbgm,,/坐騎音樂 子命令<hex:02100103>/mountbgm<hex:02100103>設定系統設定中的「騎乘狀態下播放音樂」。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>播放坐騎自帶的背景音樂。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>不播放坐騎自帶的背景音樂。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>在開啟與關閉之間切換。,,
341,/performsounds,,/演奏音量 子命令<hex:02100103>/performsounds<hex:02100103>設定樂器演奏的音量。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數值(0-100)<hex:0249020103><hex:0248020103><hex:02100103>將音量設為指定數值。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>在靜音與靜音解除之間切換。,,
401,/emote,/em,/感情表現 發言內容<hex:02100103>/emote、/em<hex:02100103>在本人名字後面連接發言內容作為感情表現，並發送給說話範圍內的玩家。,,
402,/surprised,,/驚訝 子命令<hex:02100103>/surprised<hex:02100103>做出驚訝的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
403,/angry,,/不滿 子命令<hex:02100103>/angry<hex:02100103>做出不滿的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
404,/furious,,/憤怒 子命令<hex:02100103>/furious<hex:02100103>做出憤怒的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
405,/blush,,/害羞 子命令<hex:02100103>/blush<hex:02100103>做出害羞的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
406,/bow,,/行禮 子命令<hex:02100103>/bow<hex:02100103>做出行禮的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
407,/cheer,,/加油 子命令<hex:02100103>/cheer<hex:02100103>做出加油的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
408,/clap,,/拍手 子命令<hex:02100103>/clap<hex:02100103>做出拍手的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
409,/beckon,,/招手 子命令<hex:02100103>/beckon<hex:02100103>做出招手的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
410,/comfort,,/安慰 子命令<hex:02100103>/comfort<hex:02100103>做出安慰的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
411,/cry,,/哭泣 子命令<hex:02100103>/cry<hex:02100103>做出哭泣的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
412,/dance,,/跳舞 子命令<hex:02100103>/dance<hex:02100103>做出跳舞的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
413,/doubt,,/質疑 子命令<hex:02100103>/doubt<hex:02100103>做出質疑的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
414,/doze,,/打盹 子命令<hex:02100103>/doze<hex:02100103>做出打盹的動作。在靠近睡床的時候會躺在床上。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
415,/fume,,/後悔 子命令<hex:02100103>/fume<hex:02100103>做出後悔的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
416,/goodbye,,/道別 子命令<hex:02100103>/goodbye<hex:02100103>做出道別的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
417,/wave,,/揮手 子命令<hex:02100103>/wave<hex:02100103>做出揮手的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
418,/huh,,/莫名 子命令<hex:02100103>/huh<hex:02100103>做出莫名的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
419,/joy,,/高興 子命令<hex:02100103>/joy<hex:02100103>做出高興的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
420,/kneel,,/下跪 子命令<hex:02100103>/kneel<hex:02100103>做出下跪的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
421,/chuckle,,/輕笑 子命令<hex:02100103>/chuckle<hex:02100103>做出輕笑的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
422,/laugh,,/大笑 子命令<hex:02100103>/laugh<hex:02100103>做出大笑的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
423,/lookout,,/張望 子命令<hex:02100103>/lookout<hex:02100103>做出張望的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
424,/me,,/展示 子命令<hex:02100103>/me<hex:02100103>做出展示的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
425,/no,,/搖頭 子命令<hex:02100103>/no<hex:02100103>做出搖頭的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
426,/deny,,/否定 子命令<hex:02100103>/deny<hex:02100103>做出否定的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
427,/panic,,/慌亂 子命令<hex:02100103>/panic<hex:02100103>做出慌亂的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
428,/point,,/指向 子命令<hex:02100103>/point<hex:02100103>做出指向的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
429,/poke,,/戳指 子命令<hex:02100103>/poke<hex:02100103>做出戳指的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
430,/congratulate,,/稱讚 子命令<hex:02100103>/congratulate<hex:02100103>做出稱讚的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
431,/psych,,/激勵 子命令<hex:02100103>/psych<hex:02100103>做出激勵的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
432,/salute,,/敬禮 子命令<hex:02100103>/salute<hex:02100103>做出敬禮的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
433,/shocked,,/震驚 子命令<hex:02100103>/shocked<hex:02100103>做出震驚的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
434,/shrug,,/聳肩 子命令<hex:02100103>/shrug<hex:02100103>做出聳肩的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
435,/rally,,/鼓勵 子命令<hex:02100103>/rally<hex:02100103>做出鼓勵的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
436,/soothe,,/安撫 子命令<hex:02100103>/soothe<hex:02100103>做出安慰的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
437,/stagger,,/迷糊 子命令<hex:02100103>/stagger<hex:02100103>做出迷糊的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
438,/stretch,,/伸展 子命令<hex:02100103>/stretch<hex:02100103>做出伸展的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
439,/sulk,,/慍怒 子命令<hex:02100103>/sulk<hex:02100103>做出慍怒的動作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>做出動作並顯示文字提示。,,
